partida_id,temporada,serie,rodada,clube,clube_slug,momento,periodo,minuto_nominal,acrescimo,minuto_continuo,num_entrou,atleta_entrou,atleta_entrou_slug,num_saiu,atleta_saiu,atleta_saiu_slug
210,2023,B,21,Atlético,atletico,2T,2T,40,0,85,19,Airton Moises Santos Sousa,airton_moises_santos_sousa,11,Luiz Fernando Moraes dos San,luiz_fernando_moraes_dos_san
210,2023,B,21,Atlético,atletico,2T,2T,40,0,85,16,Marcos Vinicius Cerato,marcos_vinicius_cerato,8,Rhaldney Norberto Simião Gom,rhaldney_norberto_simiao_gom
210,2023,B,21,Crb,crb,2T,2T,41,0,86,39,Octavio Franchini Metzker,octavio_franchini_metzker,3,Welington Pereira Rodrigues,welington_pereira_rodrigues
211,2023,B,22,Ponte Preta,ponte_preta,2T,2T,19,0,64,77,Igor Torres da Silva,igor_torres_da_silva,90,Andre Felipe Ribeiro de Souza,andre_felipe_ribeiro_de_souza
211,2023,B,22,Chapecoense,chapecoense,2T,2T,19,0,64,97,Marco Antonio Rosa Furtado J,marco_antonio_rosa_furtado_j,10,Alisson Alves Farias,alisson_alves_farias
211,2023,B,22,Chapecoense,chapecoense,2T,2T,19,0,64,28,Joao Igor Oliveira de Santana,joao_igor_oliveira_de_santana,7,Giovanni Fernando Cofreste P,giovanni_fernando_cofreste_p
211,2023,B,22,Ponte Preta,ponte_preta,2T,2T,19,0,64,40,Ramon Rodrigo de Carvalho,ramon_rodrigo_de_carvalho,5,Leonardo Naldi de Matos,leonardo_naldi_de_matos
211,2023,B,22,Ponte Preta,ponte_preta,2T,2T,26,0,71,20,Lucas Nathan Veloso,lucas_nathan_veloso,10,Elvis Vieira Araujo,elvis_vieira_araujo
211,2023,B,22,Chapecoense,chapecoense,2T,2T,41,0,86,2,Felipe Albuquerque Felippi,felipe_albuquerque_felippi,80,Gianluca Piola Minozzo,gianluca_piola_minozzo
211,2023,B,22,Chapecoense,chapecoense,2T,2T,41,0,86,29,Marcio Antonio de Sousa Junior,marcio_antonio_de_sousa_junior,30,Rafael Ribeiro Alves,rafael_ribeiro_alves
211,2023,B,22,Ponte Preta,ponte_preta,2T,2T,42,0,87,2,Mailton dos Santos de Sa,mailton_dos_santos_de_sa,16,Paulo Henrique Silva Ribeiro,paulo_henrique_silva_ribeiro
211,2023,B,22,Ponte Preta,ponte_preta,2T,2T,42,0,87,17,Samuel Naum Andrade Leão,samuel_naum_andrade_leao,9,Eliel Chrystian Pereira Silva,eliel_chrystian_pereira_silva
211,2023,B,22,Chapecoense,chapecoense,2T,2T,44,0,89,70,Carlos Eduardo de Souza Vieira,carlos_eduardo_de_souza_vieira,55,Gustavo Cazonatti,gustavo_cazonatti
212,2023,B,22,Tombense,tombense,1T,1T,38,0,38,13,Luis Felipe Hungria Martins,luis_felipe_hungria_martins,4,Jose Vitor Lima Cardoso,jose_vitor_lima_cardoso
212,2023,B,22,Atlético,atletico,INT,2T,45,0,45,20,Airton Moises Santos Sousa,airton_moises_santos_sousa,11,Luiz Fernando Moraes dos San,luiz_fernando_moraes_dos_san
212,2023,B,22,Atlético,atletico,INT,2T,45,0,45,17,Raphael Guimaraes de Paula,raphael_guimaraes_de_paula,5,Matheus de Sales Cabral,matheus_de_sales_cabral
212,2023,B,22,Atlético,atletico,2T,2T,20,0,65,18,Matheus Vieira Campos Peixoto,matheus_vieira_campos_peixoto,7,Bruno Nunes de Barros,bruno_nunes_de_barros
212,2023,B,22,Tombense,tombense,2T,2T,26,0,71,22,Pedro Henrique Vieira Costa,pedro_henrique_vieira_costa,2,Kevin Peterson dos Santos Si,kevin_peterson_dos_santos_si
212,2023,B,22,Tombense,tombense,2T,2T,26,0,71,21,Marcelo Jose de Lima Filho,marcelo_jose_de_lima_filho,11,Kleiton Pego Duarte,kleiton_pego_duarte
212,2023,B,22,Tombense,tombense,2T,2T,40,0,85,17,Jaderson Flores dos Reis,jaderson_flores_dos_reis,8,Joao Pedro Mendes Santos,joao_pedro_mendes_santos
212,2023,B,22,Tombense,tombense,2T,2T,40,0,85,19,Alex Sandro de Oliveira,alex_sandro_de_oliveira,10,Matheus Henrique Frizzo,matheus_henrique_frizzo
212,2023,B,22,Atlético,atletico,2T,2T,44,0,89,13,Alix Vinicius de Souza Sampaio,alix_vinicius_de_souza_sampaio,6,Lucas Esteves Souza,lucas_esteves_souza
212,2023,B,22,Atlético,atletico,2T,2T,90,8,98,16,Marcos Vinicius Cerato,marcos_vinicius_cerato,9,Gustavo Coutinho Silva Lopes,gustavo_coutinho_silva_lopes
213,2023,B,22,Criciúma,criciuma,INT,2T,45,0,45,23,Eder Citadin Martins,eder_citadin_martins,18,Crystopher Ribeiro Oliveira,crystopher_ribeiro_oliveira
213,2023,B,22,Avaí,avai,2T,2T,19,0,64,94,Julio Cesar Czarneski,julio_cesar_czarneski,25,Natanael Batista Pimenta,natanael_batista_pimenta
213,2023,B,22,Criciúma,criciuma,2T,2T,27,0,72,70,Italo Melo Oliveira,italo_melo_oliveira,17,Romulo da Silva Machado,romulo_da_silva_machado
